train_acc	val_acc	train_auc	val_auc	train_loss	val_loss	val_mmc	tn	fp	fn	tp	time	ep_stopped	index_fold	seed
1.0	0.79166669	1.0	0.9375	0.05794676	0.35475242	0.58536941	-1.0	-1.0	-1.0	-1.0	13.41450381	216.0	0.0	1.0
1.0	0.91666669	1.0	0.97916667	0.02105273	0.18385978	0.83333333	-1.0	-1.0	-1.0	-1.0	34.11110449	400.0	1.0	1.0
1.0	0.82608694	1.0	0.91666667	0.06794941	0.39275876	0.65151515	-1.0	-1.0	-1.0	-1.0	46.21139383	186.0	2.0	1.0
1.0	0.95652175	1.0	0.99242424	0.01109768	0.10370326	0.91605722	-1.0	-1.0	-1.0	-1.0	71.46261096	500.0	3.0	1.0
0.9952153	0.86956519	0.99997711	0.96212121	0.06683055	0.24958834	0.76764947	-1.0	-1.0	-1.0	-1.0	83.96574235	197.0	4.0	1.0
1.0	1.0	1.0	1.0	0.01105821	0.06972665	1.0	-1.0	-1.0	-1.0	-1.0	109.21118999	500.0	5.0	1.0
0.88038278	0.9130435	0.9722076	0.89393939	0.31399959	0.47105885	0.82575758	-1.0	-1.0	-1.0	-1.0	113.95808387	24.0	6.0	1.0
0.9665072	0.86956519	0.99196447	0.95454545	0.17305535	0.28038186	0.74242424	-1.0	-1.0	-1.0	-1.0	121.16351008	82.0	7.0	1.0
0.9665072	0.78260869	0.99349832	0.83333333	0.1574159	0.51786512	0.58930667	-1.0	-1.0	-1.0	-1.0	128.45820904	87.0	8.0	1.0
0.95693779	0.82608694	0.99171264	0.90151515	0.17249839	0.35897997	0.6992059	-1.0	-1.0	-1.0	-1.0	135.47863984	77.0	9.0	1.0
