train_acc	val_acc	train_auc	val_auc	train_loss	val_loss	val_mmc	tn	fp	fn	tp	time	ep_stopped	index_fold	seed
0.96923077	0.53333336	0.99866864	0.74888889	0.3087191	0.54455799	0.30202022	-1.0	-1.0	-1.0	-1.0	5.01132512	59.0	0.0	1.0
0.83076924	0.40000001	0.96792899	0.66666667	0.43648002	0.59983695	0.10910895	-1.0	-1.0	-1.0	-1.0	8.31903672	25.0	1.0	1.0
0.93846154	0.60000002	0.99011834	0.71555556	0.37347889	0.56841016	0.40008564	-1.0	-1.0	-1.0	-1.0	12.3342495	40.0	2.0	1.0
0.93076921	0.46666667	0.9910355	0.68888889	0.36264506	0.58594251	0.16610265	-1.0	-1.0	-1.0	-1.0	16.4090023	41.0	3.0	1.0
0.8923077	0.40000001	0.98532544	0.68444444	0.40341812	0.5853681	0.16239811	-1.0	-1.0	-1.0	-1.0	19.96403527	31.0	4.0	1.0
0.78625953	0.35714287	0.94464192	0.56377551	0.48515171	0.63450223	0.03100868	-1.0	-1.0	-1.0	-1.0	23.02739763	17.0	5.0	1.0
0.93893129	0.5714286	0.99443506	0.71428571	0.33815107	0.57433289	0.3721042	-1.0	-1.0	-1.0	-1.0	27.16431713	48.0	6.0	1.0
0.99236643	0.5	0.99991259	0.81377551	0.16209543	0.45649508	0.24019223	-1.0	-1.0	-1.0	-1.0	35.74972224	140.0	7.0	1.0
0.81679392	0.42857143	0.95749082	0.60459184	0.46106139	0.61362845	0.13953908	-1.0	-1.0	-1.0	-1.0	39.02900147	20.0	8.0	1.0
0.64885497	0.21428572	0.8799021	0.31377551	0.57361782	0.67333657	-0.2081666	-1.0	-1.0	-1.0	-1.0	41.47255945	6.0	9.0	1.0
