train_acc	val_acc	train_auc	val_auc	train_loss	val_loss	val_mmc	tn	fp	fn	tp	time	ep_stopped	index_fold	seed
0.796	0.60714287	0.931488	0.78061224	0.37133244	0.53319407	0.21457544	-1.0	-1.0	-1.0	-1.0	5.20500088	28.0	0.0	1.0
0.616	0.5714286	0.854016	0.73405612	0.47704116	0.55744761	0.0	-1.0	-1.0	-1.0	-1.0	9.83558106	8.0	1.0	1.0
0.77200001	0.60714287	0.924864	0.76530612	0.38308167	0.53742021	0.22758001	-1.0	-1.0	-1.0	-1.0	15.35608935	24.0	2.0	1.0
0.62	0.5714286	0.852976	0.70280612	0.4806861	0.57029402	0.0	-1.0	-1.0	-1.0	-1.0	18.94401836	7.0	3.0	1.0
0.81599998	0.71428573	0.94372	0.80357143	0.35206181	0.51164103	0.4528785	-1.0	-1.0	-1.0	-1.0	25.13608456	32.0	4.0	1.0
0.884	0.71428573	0.9766	0.85459184	0.27383158	0.44525114	0.41660034	-1.0	-1.0	-1.0	-1.0	32.23762846	62.0	5.0	1.0
0.796	0.60714287	0.939888	0.79719388	0.36004925	0.50053281	0.13025792	-1.0	-1.0	-1.0	-1.0	37.06685042	31.0	6.0	1.0
0.61199999	0.60714287	0.85032	0.75318878	0.48010334	0.53810084	0.0	-1.0	-1.0	-1.0	-1.0	41.85333014	8.0	7.0	1.0
0.74103588	0.51851851	0.90134284	0.78052126	0.41926411	0.52648592	-0.23331413	-1.0	-1.0	-1.0	-1.0	47.29247761	17.0	8.0	1.0
0.63346612	0.5925926	0.85659751	0.79355281	0.47270608	0.50612193	0.0	-1.0	-1.0	-1.0	-1.0	52.25186753	9.0	9.0	1.0
