train_acc	val_acc	train_auc	val_auc	train_loss	val_loss	val_mmc	tn	fp	fn	tp	time	ep_stopped	index_fold	seed
0.94230771	0.79166669	0.98664016	0.91666667	0.18264848	0.39637041	0.60246408	-1.0	-1.0	-1.0	-1.0	14.97779608	103.0	0.0	1.0
0.96153843	0.875	0.99163277	0.95833333	0.15982348	0.28211299	0.75261781	-1.0	-1.0	-1.0	-1.0	29.29485393	140.0	1.0	1.0
0.92344499	0.73913044	0.97454271	0.84090909	0.26111969	0.48543265	0.48075018	-1.0	-1.0	-1.0	-1.0	39.57529688	48.0	2.0	1.0
1.0	0.95652175	1.0	1.0	0.02727892	0.1130948	0.91605722	-1.0	-1.0	-1.0	-1.0	73.74318719	500.0	3.0	1.0
0.92822969	0.9130435	0.98342529	0.93181818	0.21208161	0.30424729	0.83971912	-1.0	-1.0	-1.0	-1.0	85.77533603	83.0	4.0	1.0
0.95693779	0.9130435	0.99201026	0.93939394	0.1572382	0.23796155	0.83971912	-1.0	-1.0	-1.0	-1.0	100.70143986	139.0	5.0	1.0
0.88516748	0.9130435	0.96927726	0.89393939	0.30126917	0.42328089	0.82575758	-1.0	-1.0	-1.0	-1.0	110.13307381	34.0	6.0	1.0
0.91387558	0.82608694	0.97429088	0.92424242	0.2692073	0.3752009	0.65151515	-1.0	-1.0	-1.0	-1.0	120.22675705	48.0	7.0	1.0
0.88038278	0.82608694	0.96515648	0.78030303	0.299692	0.54996574	0.66414149	-1.0	-1.0	-1.0	-1.0	129.59181643	34.0	8.0	1.0
0.91866028	0.78260869	0.97580184	0.90151515	0.25945222	0.39724067	0.58930667	-1.0	-1.0	-1.0	-1.0	139.59527421	50.0	9.0	1.0
