train_acc	val_acc	train_auc	val_auc	train_loss	val_loss	val_mmc	tn	fp	fn	tp	time	ep_stopped	index_fold	seed
0.67199999	0.53571427	0.871792	0.75191327	0.44387737	0.55478621	0.0	-1.0	-1.0	-1.0	-1.0	9.61970901	17.0	0.0	1.0
0.616	0.5714286	0.836856	0.74234694	0.48824245	0.55205196	0.0	-1.0	-1.0	-1.0	-1.0	17.82227731	8.0	1.0	1.0
0.62	0.5714286	0.844152	0.73405612	0.4805401	0.56019366	0.0	-1.0	-1.0	-1.0	-1.0	26.8670795	9.0	2.0	1.0
0.62400001	0.5714286	0.841352	0.7130102	0.48358336	0.57230747	0.0	-1.0	-1.0	-1.0	-1.0	35.54997945	8.0	3.0	1.0
0.764	0.6785714	0.924336	0.79145408	0.37272754	0.50138003	0.37492637	-1.0	-1.0	-1.0	-1.0	46.01199937	38.0	4.0	1.0
0.68800002	0.5714286	0.873064	0.81632653	0.4462854	0.48863575	0.03907738	-1.0	-1.0	-1.0	-1.0	54.77631521	17.0	5.0	1.0
0.68400002	0.64285713	0.875696	0.77168367	0.44078717	0.52169991	0.21384973	-1.0	-1.0	-1.0	-1.0	63.54919553	18.0	6.0	1.0
0.61199999	0.60714287	0.837632	0.74043367	0.48720005	0.55455041	0.0	-1.0	-1.0	-1.0	-1.0	71.60122705	8.0	7.0	1.0
0.69322711	0.55555558	0.87927176	0.77160494	0.43892667	0.52779698	-0.18665131	-1.0	-1.0	-1.0	-1.0	80.4213357	18.0	8.0	1.0
0.62948209	0.5925926	0.83969302	0.781893	0.48442438	0.51410067	0.0	-1.0	-1.0	-1.0	-1.0	89.3034637	9.0	9.0	1.0
