train_acc	val_acc	train_auc	val_auc	train_loss	val_loss	val_mmc	tn	fp	fn	tp	time	ep_stopped	index_fold	seed
0.92533934	0.77999997	0.98318523	0.90104167	0.21766388	0.44002467	0.5053565	-1.0	-1.0	-1.0	-1.0	20.39212775	59.0	0.0	1.0
0.95701355	0.88	0.99446674	0.91840278	0.14185531	0.35102656	0.73868038	-1.0	-1.0	-1.0	-1.0	45.05580163	136.0	1.0	1.0
0.90744919	0.87755102	0.97527121	0.85661765	0.25198957	0.41987395	0.73816776	-1.0	-1.0	-1.0	-1.0	63.22228718	43.0	2.0	1.0
0.96388263	0.85714287	0.99464965	0.92279412	0.13750242	0.34511971	0.68104601	-1.0	-1.0	-1.0	-1.0	89.71260357	137.0	3.0	1.0
0.88939053	0.73469388	0.9624151	0.82720588	0.30422178	0.47301498	0.44150765	-1.0	-1.0	-1.0	-1.0	106.20559525	25.0	4.0	1.0
0.90970653	0.89795917	0.9835566	0.94852941	0.21629587	0.29635742	0.77864723	-1.0	-1.0	-1.0	-1.0	126.45575666	67.0	5.0	1.0
0.91422123	0.81632656	0.97552089	0.87683824	0.25035858	0.46263391	0.58300061	-1.0	-1.0	-1.0	-1.0	144.87283707	45.0	6.0	1.0
0.94130927	0.81632656	0.99186238	0.9375	0.17080273	0.31848004	0.60077444	-1.0	-1.0	-1.0	-1.0	167.05935836	96.0	7.0	1.0
0.93227988	0.87755102	0.98970695	0.96507353	0.18785155	0.23756254	0.72523512	-1.0	-1.0	-1.0	-1.0	189.79570007	89.0	8.0	1.0
0.96613997	0.91836733	0.99584711	0.98387097	0.13177176	0.16902535	0.83143833	-1.0	-1.0	-1.0	-1.0	217.54958367	161.0	9.0	1.0
