train_acc	val_acc	train_auc	val_auc	train_loss	val_loss	val_mmc	tn	fp	fn	tp	time	ep_stopped	index_fold	seed
0.92760181	0.77999997	0.98549886	0.90277778	0.20693861	0.43687207	0.5053565	-1.0	-1.0	-1.0	-1.0	19.06738091	64.0	0.0	1.0
0.96832579	0.86000001	0.99572081	0.92708333	0.1326953	0.34324238	0.69534015	-1.0	-1.0	-1.0	-1.0	44.17119431	144.0	1.0	1.0
0.90744919	0.87755102	0.97658077	0.85477941	0.24749422	0.42139101	0.73816776	-1.0	-1.0	-1.0	-1.0	61.17870522	44.0	2.0	1.0
0.96388263	0.85714287	0.99555667	0.92463235	0.13121048	0.34032932	0.68104601	-1.0	-1.0	-1.0	-1.0	85.65380335	141.0	3.0	1.0
0.88939053	0.73469388	0.96282274	0.83455882	0.30302963	0.47063342	0.44150765	-1.0	-1.0	-1.0	-1.0	101.47150159	25.0	4.0	1.0
0.91647857	0.89795917	0.98522285	0.94852941	0.2091212	0.29148132	0.77864723	-1.0	-1.0	-1.0	-1.0	120.75046492	70.0	5.0	1.0
0.91647857	0.81632656	0.97476165	0.87867647	0.2553072	0.46120018	0.58300061	-1.0	-1.0	-1.0	-1.0	137.34795642	42.0	6.0	1.0
0.94582391	0.81632656	0.99305984	0.93566176	0.16365662	0.31290755	0.60077444	-1.0	-1.0	-1.0	-1.0	158.8075943	100.0	7.0	1.0
0.93905193	0.87755102	0.99087384	0.96507353	0.18229882	0.23651466	0.72523512	-1.0	-1.0	-1.0	-1.0	179.66253996	91.0	8.0	1.0
0.97065461	0.93877554	0.99705476	0.98387097	0.12318068	0.16352147	0.87061664	-1.0	-1.0	-1.0	-1.0	206.54711819	168.0	9.0	1.0
