train_acc	val_acc	train_auc	val_auc	train_loss	val_loss	val_mmc	tn	fp	fn	tp	time	ep_stopped	index_fold	seed
0.97500002	0.5	0.99909722	0.78741497	0.21165746	0.45152348	0.25048972	-1.0	-1.0	-1.0	-1.0	4.51468205	48.0	0.0	1.0
0.73333335	0.42857143	0.9537963	0.67687075	0.35694343	0.53269416	0.14669541	-1.0	-1.0	-1.0	-1.0	7.43750501	17.0	1.0	1.0
0.99166667	0.64285713	0.99990741	0.8622449	0.19510549	0.39825609	0.48781993	-1.0	-1.0	-1.0	-1.0	12.09844136	55.0	2.0	1.0
0.90833336	0.5	0.99284722	0.75680272	0.25729641	0.48734394	0.24326682	-1.0	-1.0	-1.0	-1.0	15.79261589	35.0	3.0	1.0
0.90909094	0.61538464	0.99617512	0.79881657	0.24619114	0.43821511	0.43047302	-1.0	-1.0	-1.0	-1.0	19.54383898	37.0	4.0	1.0
0.75206614	0.61538464	0.95665141	0.69625247	0.34337348	0.5140186	0.45199316	-1.0	-1.0	-1.0	-1.0	22.67903733	19.0	5.0	1.0
0.90082645	0.61538464	0.99241855	0.76725838	0.26402429	0.48624092	0.48373984	-1.0	-1.0	-1.0	-1.0	26.2489481	33.0	6.0	1.0
1.0	0.84615386	1.0	0.94477318	0.02071449	0.33167952	0.78459938	-1.0	-1.0	-1.0	-1.0	41.7597611	316.0	7.0	1.0
0.67768598	0.46153846	0.91888077	0.66863905	0.39024928	0.5309487	0.20817277	-1.0	-1.0	-1.0	-1.0	44.54056287	13.0	8.0	1.0
0.69421488	0.46153846	0.92011019	0.68639053	0.38867661	0.52058452	0.23867967	-1.0	-1.0	-1.0	-1.0	47.39694428	13.0	9.0	1.0
