train_acc	val_acc	train_auc	val_auc	train_loss	val_loss	val_mmc	tn	fp	fn	tp	time	ep_stopped	index_fold	seed
0.86153847	0.46666667	0.97994083	0.64888889	0.39513764	0.59530574	0.20134682	-1.0	-1.0	-1.0	-1.0	5.49455643	44.0	0.0	1.0
0.76923078	0.33333334	0.9266568	0.62222222	0.50327402	0.62609702	0.0	-1.0	-1.0	-1.0	-1.0	9.41015863	18.0	1.0	1.0
0.8230769	0.53333336	0.94642012	0.63555556	0.49669611	0.61830038	0.29515064	-1.0	-1.0	-1.0	-1.0	13.67190075	20.0	2.0	1.0
0.84615386	0.40000001	0.95822485	0.61555556	0.45697337	0.61584032	0.07048548	-1.0	-1.0	-1.0	-1.0	18.09534216	27.0	3.0	1.0
0.89999998	0.46666667	0.97754438	0.7	0.41830504	0.59699047	0.23610007	-1.0	-1.0	-1.0	-1.0	22.87505746	36.0	4.0	1.0
0.77099234	0.5	0.93986364	0.55867347	0.49930006	0.63304943	0.24615385	-1.0	-1.0	-1.0	-1.0	26.94466782	19.0	5.0	1.0
0.93129772	0.5714286	0.99332789	0.7244898	0.32369521	0.5674178	0.3721042	-1.0	-1.0	-1.0	-1.0	33.01592398	68.0	6.0	1.0
0.94656491	0.35714287	0.99207505	0.75255102	0.33386046	0.55035484	0.03076923	-1.0	-1.0	-1.0	-1.0	39.10734653	64.0	7.0	1.0
0.80152673	0.5	0.96162811	0.61734694	0.44033962	0.61831224	0.24615582	-1.0	-1.0	-1.0	-1.0	43.49786711	30.0	8.0	1.0
0.70992368	0.21428572	0.89129421	0.32142857	0.56879532	0.67437947	-0.23920985	-1.0	-1.0	-1.0	-1.0	47.10832262	8.0	9.0	1.0
